,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
0,0.21052631578947367,0.5844079718640094,0.5424696645253391,1.2091782283884738,0.6533742331288344,-0.12970915147463713,0.0,0.0,0.0,1.0,103000.0
1,1.0526315789473684,0.7344665885111371,0.9992862241256245,0.1568836712913554,1.0613496932515338,0.12087152585005502,0.0,0.0,0.0,1.0,382100.0
2,-1.3157894736842106,-0.13599062133645956,-0.30264097073518914,-0.2689434364994664,-0.22699386503067484,0.2766856637849964,0.0,0.0,0.0,1.0,172600.0
3,0.3684210526315789,-0.41500586166471276,-0.1998572448251249,0.2678762006403415,-0.1687116564417178,-0.726634110968853,0.0,0.0,0.0,1.0,93400.0
4,0.7368421052631579,0.14830011723329425,-0.017130620985010708,-0.3127001067235859,-0.09202453987730061,0.003806977192127698,1.0,0.0,0.0,0.0,96500.0
5,-0.47368421052631576,1.7016412661195779,1.059243397573162,1.6307363927427962,1.1993865030674846,1.394486681244972,0.0,0.0,0.0,0.0,264800.0
6,-0.05263157894736842,-0.2596717467760844,-0.05710206995003569,0.2006403415154749,-0.06748466257668712,-0.46526699826646556,0.0,0.0,0.0,0.0,157300.0
7,0.42105263157894735,0.23153575615474795,-0.11134903640256959,-0.17929562433297758,0.02147239263803681,2.013800292321463,0.0,0.0,1.0,0.0,500001.0
8,-1.263157894736842,-0.5879249706916765,-0.3454675231977159,-0.37139807897545357,-0.30368098159509205,-0.927180230911295,0.0,0.0,0.0,0.0,139800.0
9,-1.263157894736842,9.707502930832357,6.923625981441827,8.815368196371399,7.2607361963190185,1.3056118922716096,0.0,0.0,0.0,0.0,315600.0
10,1.2105263157894737,-0.6723329425556858,-0.6852248394004282,-0.5485592315901814,-0.7331288343558282,0.3040596426426769,0.0,0.0,1.0,0.0,231900.0
11,-0.21052631578947367,-0.15533411488862836,0.5110635260528195,0.5795090715048026,0.5061349693251533,-0.5961998209814294,0.0,0.0,0.0,0.0,159400.0
12,-0.8421052631578947,-0.07620164126611957,-0.17701641684511063,-0.4450373532550694,-0.3128834355828221,-0.3040143214856274,1.0,0.0,0.0,0.0,96000.0
13,0.3684210526315789,-0.13188745603751464,0.7194860813704497,2.5549626467449307,0.6809815950920245,-0.6565222810138341,0.0,0.0,0.0,0.0,187500.0
14,0.8947368421052632,-0.43141852286049237,-0.3882940756602427,-0.4834578441835646,-0.35276073619631904,-0.3323400446413396,0.0,0.0,0.0,0.0,229900.0
15,0.3684210526315789,0.2749120750293083,0.21984296930763741,0.7524012806830309,0.31901840490797545,-0.1718125063732876,0.0,0.0,0.0,0.0,117700.0
16,1.2105263157894737,0.13012895662368112,0.06281227694503926,0.0021344717182497333,0.08895705521472393,-0.29612844015907724,0.0,0.0,0.0,0.0,169600.0
17,-0.47368421052631576,1.2215709261430245,0.8965024982155603,0.9647812166488794,0.9325153374233128,0.3899885564078451,1.0,0.0,0.0,0.0,130800.0
18,0.2631578947368421,0.3094958968347011,0.22269807280513917,0.8335112059765208,0.37423312883435583,0.3114469912416863,0.0,0.0,0.0,0.0,157400.0
19,-0.42105263157894735,-0.7514654161781946,-0.4539614561027837,0.12379935965848453,-0.40797546012269936,-0.9575907272912676,0.0,0.0,0.0,0.0,94100.0
20,0.10526315789473684,-0.30656506447831183,-0.2369735902926481,-0.12593383137673425,-0.23006134969325154,-0.612878006775513,1.0,0.0,0.0,0.0,72700.0
21,0.3157894736842105,0.847010550996483,0.13704496788008566,0.16862326574172892,0.20245398773006135,2.2645622542743515,0.0,0.0,0.0,0.0,500001.0
22,-0.3684210526315789,0.01992966002344666,-0.0028551034975017845,-0.12700106723585913,-0.15950920245398773,-0.3755764284662187,0.0,0.0,0.0,0.0,95800.0
23,0.7368421052631579,-0.5211019929660023,-0.35688793718772305,-0.07150480256136606,-0.30368098159509205,-0.8931893631244404,0.0,0.0,0.0,0.0,97500.0
24,-0.5789473684210527,-0.805978898007034,-0.7880085653104925,-0.9818569903948773,-0.9294478527607362,-0.5835098970076704,1.0,0.0,0.0,0.0,78800.0
25,1.2105263157894737,-0.03458382180539273,-0.3083511777301927,-0.47491995731056563,-0.31901840490797545,0.8480948118605466,0.0,0.0,1.0,0.0,292000.0
26,-0.7368421052631579,-1.1295427901524033,-1.0935046395431833,-1.0907150480256136,-1.1349693251533743,-1.233007398678888,1.0,0.0,0.0,0.0,42500.0
27,0.8947368421052632,-0.694021101992966,-0.5339043540328337,-0.2742796157950907,-0.48466257668711654,-0.018989564803589456,0.0,0.0,0.0,0.0,187500.0
28,-0.3684210526315789,-0.43259085580304807,-0.2826552462526767,-0.3810032017075774,-0.35276073619631904,0.15110073760183101,0.0,0.0,0.0,0.0,218200.0
